time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,ue_file_id,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file
116782,0,1,3400,-70.0,70.0,-195.0,14.0,14.0,1.5,27008.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
117031,0,1,3400,-70.0,70.0,-197.0,11.0,14.0,2.4,1306.772949,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
117280,0,1,3400,-70.0,70.0,-196.0,9.4,14.0,1.6,10304.0,0.0,27.0,0.0,144.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
117529,0,1,3400,-70.0,70.0,-198.0,14.0,14.0,2.1,288.0,50.0,27.0,0.0,102.0,0.0,75.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
117778,0,1,3400,-70.0,70.0,-196.0,9.7,14.0,1.2,11200.0,0.0,27.0,0.0,0.0,6496.0,72.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
118027,0,1,3400,-70.0,70.0,-193.0,7.7,13.0,1.1,5536.0,20.0,27.0,0.0,144.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
118276,0,1,3400,-70.0,70.0,-195.0,8.8,13.0,1.3,22023.904297,0.0,27.0,0.0,0.0,1561.75293,29.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
118525,0,1,3400,-70.0,70.0,-195.0,6.5,13.0,0.5,21824.0,0.0,27.0,0.0,0.0,1792.0,75.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
118774,0,1,3400,-70.0,70.0,-197.0,6.2,14.0,0.5,27633.466797,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
119023,0,1,3400,-70.0,70.0,-195.0,5.4,14.0,0.5,16736.0,0.0,27.0,0.0,0.0,2048.0,67.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
119272,0,1,3400,-71.0,71.0,-194.0,6.1,13.0,0.5,11232.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
119521,0,1,3400,-71.0,71.0,-194.0,6.5,13.0,0.52,27027.888672,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
119770,0,1,3400,-71.0,71.0,-193.0,11.0,13.0,0.74,26848.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
120019,0,1,3400,-71.0,71.0,-196.0,16.0,13.0,4.0,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
120268,0,1,3400,-71.0,71.0,-197.0,16.0,13.0,4.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
120517,0,1,3400,-71.0,71.0,-193.0,9.1,13.0,2.0,5888.0,0.0,27.0,2.5,0.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
120766,0,1,3400,-70.0,70.0,-194.0,3.1,13.0,0.5,11744.0,0.0,27.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
121015,0,1,3400,-70.0,70.0,-196.0,3.1,13.0,0.5,5864.541992,0.0,27.0,4.1,0.0,13960.15918,44.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
121264,0,1,3400,-70.0,70.0,-198.0,14.0,13.0,1.8,15744.0,33.0,27.0,0.0,0.0,3136.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
121513,0,1,3400,-70.0,70.0,-198.0,9.3,14.0,1.1,11200.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
121762,0,1,3400,-70.0,70.0,-197.0,4.9,13.0,0.5,23648.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
122011,0,1,3400,-70.0,70.0,-197.0,5.2,13.0,0.5,5600.0,0.0,27.0,0.0,0.0,17856.0,21.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
122260,0,1,3400,-70.0,70.0,-198.0,6.5,13.0,0.5,5600.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
122509,0,1,3400,-70.0,70.0,-198.0,3.8,14.0,0.5,23200.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
122758,0,1,3400,-70.0,70.0,-197.0,3.3,13.0,0.5,5632.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
123007,0,1,3400,-70.0,70.0,-196.0,3.7,13.0,0.5,10912.0,0.0,27.0,0.0,0.0,5184.0,36.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
123256,0,1,3400,-70.0,70.0,-196.0,4.5,14.0,0.5,6176.0,0.0,27.0,1.2,0.0,8736.0,38.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
123505,0,1,3400,-70.0,70.0,-193.0,4.6,14.0,0.5,5513.944336,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
123754,0,1,3400,-69.0,69.0,-192.0,4.0,14.0,0.5,5856.0,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
124003,0,1,3400,-69.0,69.0,-189.0,4.7,14.0,0.5,22496.0,0.0,27.0,0.48,0.0,23456.0,7.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
124252,0,1,3400,-69.0,69.0,-195.0,5.5,14.0,0.5,5856.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
124501,0,1,3400,-69.0,69.0,-200.0,4.9,14.0,0.5,5696.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
124750,0,1,3400,-69.0,69.0,-203.0,7.5,14.0,0.56,22848.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
124999,0,1,3400,-69.0,69.0,-196.0,8.0,14.0,0.5,4015.936279,0.0,27.0,0.0,0.0,15585.657227,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
125248,0,1,3400,-70.0,70.0,-196.0,4.0,14.0,0.5,21280.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
125497,0,1,3400,-70.0,70.0,-193.0,4.4,13.0,0.51,32191.234375,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
125747,0,1,3400,-70.0,70.0,-195.0,7.4,13.0,0.89,22240.0,7.0,27.0,1.4,0.0,0.0,80.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
125996,0,1,3400,-70.0,70.0,-196.0,6.8,13.0,0.5,22336.0,0.0,27.0,0.56,0.0,13664.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
126245,0,1,3400,-71.0,71.0,-198.0,4.5,13.0,0.5,28334.662109,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
126494,0,1,3400,-71.0,71.0,-194.0,8.9,13.0,0.51,16128.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
126743,0,1,3400,-71.0,71.0,-192.0,10.0,13.0,0.54,21760.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
126992,0,1,3400,-71.0,71.0,-195.0,5.9,13.0,0.5,5600.0,0.0,27.0,0.0,0.0,7392.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
127241,0,1,3400,-71.0,71.0,-194.0,2.6,12.0,0.5,6048.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
127490,0,1,3400,-71.0,71.0,-190.0,2.8,12.0,0.5,5513.944336,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
127739,0,1,3400,-71.0,71.0,-198.0,4.8,12.0,0.5,16576.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
127988,0,1,3400,-71.0,71.0,-198.0,6.5,12.0,0.5,0.0,0.0,27.0,0.0,0.0,13440.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
128237,0,1,3400,-71.0,71.0,-197.0,6.5,12.0,0.5,35373.492188,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
128486,0,1,3400,-71.0,71.0,-196.0,8.9,13.0,0.88,26240.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
128735,0,1,3400,-70.0,70.0,-197.0,9.2,13.0,0.82,19712.0,8.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
128984,0,1,3400,-70.0,70.0,-196.0,5.9,13.0,0.5,13705.179688,0.0,27.0,0.0,0.0,12494.023438,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
129233,0,1,3400,-71.0,71.0,-197.0,9.2,13.0,0.5,11104.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
129482,0,1,3400,-71.0,71.0,-197.0,8.6,13.0,0.5,11104.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
129731,0,1,3400,-71.0,71.0,-194.0,6.2,12.0,0.5,5696.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
129980,0,1,3400,-71.0,71.0,-198.0,6.9,12.0,0.5,5984.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
130229,0,1,3400,-71.0,71.0,-195.0,4.9,12.0,0.5,8637.450195,0.0,27.0,0.0,0.0,13131.473633,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
130478,0,1,3400,-71.0,71.0,-198.0,5.7,12.0,0.51,13152.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
130727,0,1,3400,-71.0,71.0,-198.0,10.0,12.0,0.86,5504.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
130976,0,1,3400,-71.0,71.0,-196.0,5.7,12.0,0.54,5728.0,0.0,27.0,0.0,0.0,14752.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
131225,0,1,3400,-71.0,71.0,-196.0,7.0,12.0,0.84,12096.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
131474,0,1,3400,-71.0,71.0,-195.0,5.2,12.0,0.5,11250.996094,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
131723,0,1,3400,-71.0,71.0,-197.0,7.6,12.0,0.85,11232.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
131972,0,1,3400,-71.0,71.0,-193.0,5.6,12.0,0.71,32988.046875,0.0,27.0,0.0,0.0,14278.884766,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
132221,0,1,3400,-71.0,71.0,-189.0,0.048,12.0,0.5,10560.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
132470,0,1,3400,-71.0,71.0,-192.0,1.2,12.0,0.71,3872.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
132719,0,1,3400,-71.0,71.0,-196.0,9.1,12.0,1.1,16128.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
132968,0,1,3400,-71.0,71.0,-201.0,9.3,12.0,0.82,12494.023438,10.0,27.0,0.0,0.0,14501.992188,10.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
133217,0,1,3400,-72.0,72.0,-195.0,9.6,12.0,2.2,11552.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
133466,0,1,3400,-72.0,72.0,-196.0,4.0,12.0,0.5,11424.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
133715,0,1,3400,-72.0,72.0,-195.0,6.0,11.0,0.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
133964,0,1,3400,-72.0,72.0,-191.0,3.8,11.0,0.5,17536.0,0.0,27.0,0.0,0.0,20384.0,9.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
134213,0,1,3400,-72.0,72.0,-191.0,3.0,11.0,0.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
134462,0,1,3400,-73.0,73.0,-194.0,3.3,11.0,0.5,21952.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
134711,0,1,3400,-73.0,73.0,-198.0,7.2,11.0,0.7,12480.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
134960,0,1,3400,-73.0,73.0,-199.0,9.7,10.0,0.83,5408.0,0.0,27.0,0.0,0.0,9408.0,15.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
135209,0,1,3400,-73.0,73.0,-201.0,5.3,10.0,0.56,12562.249023,0.0,27.0,0.0,0.0,1574.297241,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
135458,0,1,3400,-73.0,73.0,-196.0,12.0,10.0,0.81,10688.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
135707,0,1,3400,-73.0,73.0,-201.0,2.3,10.0,0.55,20462.152344,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
135956,0,1,3400,-73.0,73.0,-200.0,9.1,10.0,0.74,21696.0,0.0,27.0,0.0,0.0,14112.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
136205,0,1,3400,-73.0,73.0,-195.0,5.3,11.0,0.5,11392.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
136454,0,1,3400,-72.0,72.0,-196.0,4.7,11.0,0.5,11232.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
136703,0,1,3400,-72.0,72.0,-194.0,4.5,11.0,0.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
136952,0,1,3400,-72.0,72.0,-199.0,5.5,11.0,0.51,25721.115234,0.0,27.0,0.0,0.0,16509.960938,5.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
137201,0,1,3400,-72.0,72.0,-198.0,5.4,11.0,0.5,25408.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
137450,0,1,3400,-72.0,72.0,-193.0,6.5,11.0,0.95,5888.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
137699,0,1,3400,-72.0,72.0,-198.0,11.0,11.0,2.1,11136.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue10.csv
